description,label_plaquette,label_ampoule,label_flacon,label_tube,label_stylo,label_seringue,label_pilulier,label_sachet,label_comprime,label_gelule,label_film,label_poche,label_capsule,count_plaquette,count_ampoule,count_flacon,count_tube,count_stylo,count_seringue,count_pilulier,count_sachet,count_comprime,count_gelule,count_film,count_poche,count_capsule,count_ml
plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium de 15 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0
plaquette(s) PVC aluminium de 1 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1 flacon(s) multidose(s) polyéthylène de 5 ml avec stilligoutte polyéthylène,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
1 flacon(s) en verre brun avec compte-gouttes polyéthylène avec fermeture de sécurité enfant de 10 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
"1 flacon(s) compte-gouttes polyéthylène de 2,5  ml",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5
plaquette(s) formée(s) à froid aluminium de 4 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0
1 ampoule(s) en verre de 1  ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
plaquette(s) thermoformée(s) aluminium de 16  comprimé(s) avec cuillère,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.0
plaquette(s) thermoformée(s) nylon aluminium uPVC de 20 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0
1 flacon(s) en verre brun de 20  comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0.0
1 tube(s) aluminium polyéthylène de 3 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
"1 flacon(s) en verre brun de 30 g avec fermeture de sécurité enfant avec seringue(s) pour administration orale, avec gobelet(s) doseur(s)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
1 tube(s) aluminium verni de 90 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) en verre de 24 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0
"1 cartouche(s) en verre de 0,48 ml avec 6 aiguille(s)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48
1 flacon(s) en verre de 50 ml avec 2 seringues graduées,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,50.0
3 plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 10 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0.0
1 poche(s) (MACOFLEX) PVC plastifié suremballée(s)/surpochée(s) de 1000 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000.0
plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène de 28 comprimé(s) (distributeur parallèle : MEDIWIN Limited),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium PVC de 15 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0
1 tube(s) aluminium polyéthylène de 5  g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC aluminium de 100 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.0
1 flacon(s) compte-gouttes polyéthylène de 3 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
plaquette(s) thermoformée(s) aluminium PVC suremballée(s)/surpochée(s) de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 15 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0
"4 sachet(s) papier kraft aluminium polyéthylène de 73,69 g",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0
1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre avec 2 aiguille(s),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 5 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 20  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.0
20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 10 ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"1 tube(s) aluminium verni de 3,5 g",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) en verre de 5  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
1 cartouche(s) en verre dans 1 stylo pré-rempli avec12 aiguille(s) avec 12 tampon(s) nettoyant(s),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0.0
24 sachet(s)-dose(s) aluminium polyéthylène de 10 ml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10.0
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 14 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC aluminium de 4 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0.0
1 flacon(s) en verre brun de 50  comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 90  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
film(s) thermosoudé(s) aluminium polyéthylène de 20 comprimé(s),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0
1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 28 gélule(s),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide PVC aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
"1 flacon(s) en verre de 13,3  g avec mesurette(s) graduée(s) polyéthylène de 5 ml",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
1 tube(s) de 15 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 seringue(s) préremplie(s) polycyclooléfine de 20 ml,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0
1 tube(s) polyéthylène aluminium de 5  g avec canule(s),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 tube(s) aluminium de 30 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
30 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue pour injecteur Nemoto (PET) + cathéter IV (BD Insyte Autoguard)),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
plaquette(s) thermoformée(s) papier polyester aluminium polyamide PVC de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 3  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
plaquette(s) thermoformée(s) aluminium de 60 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC aluminium de 90 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
1 flacon(s) en verre brun de 30 ml avec compte-gouttes polypropylène,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
3 plaquette(s) thermoformée(s) polyamide aluminium polypropylène de 5  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC polyéthylène (ACLAR RX) polytrifluorochloroéthylène aluminium de 60 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium polypropylène de 28 comprimé(s) (distributeur parallèle : BB Farma),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
"1 cartouche(s) en verre de 1,03 ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03
plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 15 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.0
1 flacon(s) polyéthylène de 3 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 30  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 90 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s) (distributeur parallèle : PHARMA LAB),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0
1 tube(s) aluminium de 5 g - avec canule,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
2 tube(s) polypropylène de 15 comprimé(s),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 20  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0
30 sachet(s)-dose(s) polyester aluminium polyéthylène de 20 ml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20.0
1 plaquette(s) thermoformée(s) PVC-Aluminium de 28 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0.0
flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0.0
film(s) thermosoudé(s) PVC polyéthylène de 3  ovule(s),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC PVDC polyéthylène aluminium de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
1 boite contenant 2 sacs avec pour chacun 1 sachet(s) papier polyéthylène basse densité (PEBD) aluminium de poudre A de 112 g et 1 sachet(s) papier polyéthylène basse densité (PEBD) aluminium de poudre B de 11 g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
flacon(s) polyéthylène de 30 gélule(s),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
3 pilulier(s) polyéthylène de 30 comprimé(s),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0.0
9 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0.0
5 flacon(s) en verre - 5 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1.0
1 tube(s) aluminium verni de 120 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 poche(s) PVC suremballée/surpochée de 100 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
1 flacon(s) polyéthylène de 30  ml avec seringue(s) doseuse(s),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
1 tube(s) aluminium de 100 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) polyéthylène haute densité (PEHD) de 150  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
1 flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium polyéthylène de 16  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.0
plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium de 14 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.0
5 poche(s) à 3 compartiments polyamide polypropylène suremballée(s)/surpochée(s) de 1250 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1250.0
1 flacon(s) en verre brun de 60 ml avec seringue(s) pour administration orale polypropylène polyéthylène haute densité (PEHD),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0
1 seringue(s) préremplie(s) en verre de 2 ml avec aiguille(s),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0
1 poche(s) (ECOFLAC) polyéthylène de 1000  ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000.0
1 cartouche(s) polystyrène polypropylène de 60 dose(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"4 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5
film(s) thermosoudé(s) aluminium de 30  comprimé(s),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
"1 poche(s) de 100 ml polypropylène polyoléfine à 2 tubes, l'un avec un Twist-off l'autre avec un site d'injection suremballée(s)/surpochée(s)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,100.0
3 ampoule(s) en verre jaune(brun) de 4 ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4.0
"5 ampoule(s) de 0,2 ml en verre brun avec 5 pipettes doseuses polypropylène",0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.2
20 sachet(s)-dose(s) aluminium polyéthylène papier de 7  g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0
3 plaquette(s) thermoformée(s) de 10 capsule(s),1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0.0
"flacon(s) en verre brun de 6,6 g avec cuillère-mesure polypropylène (correspondant à 12 cuillères-mesure)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"1 flacon(s) polyéthylène haute densité (PEHD)  de 39,12  g avec cuillère-mesure avec mesurette(s) graduée(s) polyéthylène polystyrène",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) polyéthylène de 12 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
1 flacon(s) polyéthylène haute densité (PEHD) de 28  comprimé(s) avec fermeture de sécurité enfant polypropylène,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
pilulier(s) polypropylène de 15  comprimé(s),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium PVC PVDC de 7 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.0
tube(s) polypropylène de 60  comprimé(s),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
30 sachet(s)-dose(s) copolymère d'éthylène aluminium polyéthylène basse densité (PEBD) papier polyéthylène de 1 dispositif(s),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium polyéthylène déshydratant polyéthylène haute densité (PEHD) de 7 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 5 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0
1 flacon(s) en verre de 125 ml avec seringue(s) doseuse(s) polyéthylène polystyrène avec fermeture de sécurité enfant,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125.0
plaquette(s) thermoformée(s) PVC polyéthylène (ACLAR RX) polytrifluorochloroéthylène de 84 comprimé(s) (distributeur parallèle : Inter Trade Pharma),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0.0
plaquette(s) PVC polyéthylène PVDC aluminium de 56 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0.0
"4 sachet(s) polyéthylène aluminium papier de 68,58 g - 4 sachet(s) aluminium polyéthylène papier de 0,6 g",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0
1 plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0.0
1 flacon(s) en verre brun de 180 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180.0
"12 seringue(s) préremplie(s) en verre de 0,5 ml dans stylo jetable avec aiguille(s) acier",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.5
"1 ampoule(s) en verre jaune(brun) de 1,5 ml",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5
film(s) thermosoudé(s) PVC aluminium polyamide de 30  gélule(s),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
1 flacon(s) en verre teinté de 125 ml avec cuillère-mesure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125.0
1 flacon(s) en verre de 50 ml - avec seringue(s) - polypropylène - avec matériel de perfusion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0
30 plaquette(s) thermoformée(s) aluminium copolymères chlorure de vinyle/acétate de vinyle acrylate PVC PVC-Aluminium de 1 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1 flacon(s) en verre de 50 ml avec seringue(s) et microperfuseur,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0
1 flacon(s) en verre de 1000 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000.0
plaquette(s) PVC PVDC aluminium de 90 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0.0
plaquette(s) thermoformée(s) PVC aluminium de 60  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
1 flacon(s) en verre jaune(brun) de 30 ml avec compte-gouttes polypropylène,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
"12 sachet(s)-dose(s) papier aluminium polyéthylène de 1,62 g",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.0
10 plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 1 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0.0
flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) (Distributeur parallèle : Mediwin Limited),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
5 cartouche(s) en verre de 3 ml dans stylos pré-remplis jetables,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
1 flacon(s) polyéthylène basse densité (PEBD) de 5  ml avec compte-gouttes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
plaquette(s) thermoformée(s) PVC PVDC aluminium de 1  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 4 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0
"6 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.5
plaquette(s) thermoformée(s) aluminium PVC polyéthylène PVDC de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
60 sachet(s)-dose(s) polyester aluminium polyéthylène,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 100 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.0
1 poche(s) polypropylène suremballée(s)/surpochée(s) de 50 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.0
plaquette(s) thermoformée(s) aluminium polyamide PVC de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 21 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0.0
1 flacon(s) en verre brun de 30 ml avec seringue(s) pour administration orale polypropylène polyéthylène haute densité (PEHD),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
